feature,importance
filler_wt,28.511286221081463
filler_vol,19.704198110867427
has_glass,16.44124478122323
has_nanofiller,12.10846977794643
has_silica,11.121706476177334
has_zirconia,3.960367430290172
has_fiber,3.7736472354468313
has_quartz,2.364172970371214
has_cluster,2.0149069965958977
